,UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C18BASIC,C18IPUG,C18IPGRD,C18UGPRF,C18ENPRF,C18SZSET,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG,EFBAGE,LINE,LSTUDY,EFAGE01,EFAGE02,EFAGE03,EFAGE04,EFAGE05,EFAGE06,EFAGE07,EFAGE08,EFAGE09
461,139357,Columbus Technical College, ,928 Manchester Expy,Columbus,GA,31904-6572,13,5,Martha Ann Todd,President,7066491800,581739966,80251821,562400,1,www.columbustech.edu/,www.columbustech.edu/students/admissions.cms,www.columbustech.edu/students/financial-aid.cms,https://bannerss.columbustech.edu/pls/ban8/bwskalog.P_DispLoginNon,www.columbustech.edu/NetPrice/npcalc.htm,https://www.columbustech.edu/students/veterans.cms,www.columbustech.edu/students/student-right-to-know.cms,www.columbustech.edu/students/student-disability.cms,4,2,1,4,1,2,40,1,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,4,7,3,0,1,1,2,8,2,40,2,2,1,Technical College System of Georgia                                             ,113010,17980,1,194,-2,13215,Muscogee County,1302,-84.978551,32.508076,82,2,1,412,1,284,660,529,1526,944,2055,813,2186,2999
462,139366,Columbus State University,"CSU, Columbus State",4225 University Ave,Columbus,GA,31907-5645,13,5,Chris Markwood,President,7065078800,586011208,807769468,156100,1,www.columbusstate.edu/,admissions.columbusstate.edu/,finaid.columbusstate.edu/,admissions.columbusstate.edu/applications/index.php,finaid.columbusstate.edu/netprice.php,https://military.columbusstate.edu/, ,caa.columbusstate.edu/,1,1,1,9,1,1,12,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,18,16,12,7,4,12,18,18,21,2,3,1,University System of Georgia                                                    ,113020,17980,1,194,-2,13215,Muscogee County,1302,-84.94106,32.50096,109,1,1,412,1,1954,3258,1223,1937,5212,3160,3177,5195,8372
463,139384,Georgia Northwestern Technical College, ,One Maurice Culberson Drive,Rome,GA,30161,13,5,Heidi Popham,President,7062956963,581026995,95798369,402400,1,www.gntc.edu/,www.gntc.edu/admissions/,www.gntc.edu/admissions/financial-aid/,www.gntc.edu/fullpanel/uploads/files/application-for-admission.pdf,www.gntc.edu/npcalc/npcalc.htm, , ,www.gntc.edu/resources/services/accessibility/,4,2,1,4,1,2,40,1,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,4,8,3,0,1,1,3,8,2,-2,2,3,1,Technical College System of Georgia                                             ,113010,40660,1,122,-2,13115,Floyd County,1314,-85.171361,34.224673,85,1,1,412,1,707,1215,1668,3018,1922,4686,2375,4233,6608
464,139393,Covenant College, ,14049 Scenic Highway,Lookout Mountain,GA,30750-4164,13,5,J. Derek Halvorson,President,7068201560,430719506,74909375,348400,1,www.covenant.edu/,www.covenant.edu/admissions,www.covenant.edu/admissions/undergrad/costs,www.covenant.edu/admissions/undergrad/apply,https://portal.covenant.edu/forms/index/Net_Price_Calculator,www.covenant.edu/admissions/undergrad/costs/resources,www.covenant.edu/consumer,www.covenant.edu/students/resources/success/disabilities,2,1,2,7,1,1,20,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,2,21,10,9,14,3,11,21,22,32,2,1,2,-2,-2,16860,1,174,-2,13083,Dade County,1314,-85.375066,34.965161,133,1,1,412,1,380,462,38,31,842,69,418,493,911
465,139463,Dalton State College,"DSC, Dalton State",650 College Drive,Dalton,GA,30720-3797,13,5,"Margaret Venable, PhD",President,7062724436,580975068,75875294,395600,1,https://www.daltonstate.edu/index.cms,https://www.daltonstate.edu/admissions/why-dalton-state.cms,https://www.daltonstate.edu/admissions/office-of-financial-aid.cms,https://www.daltonstate.edu/admissions/why-dalton-state.cms,https://www.daltonstate.edu/admissions/online-calculator.cms,https://www.daltonstate.edu/admissions/veteran-services.cms, ,www.libguides.daltonstate.edu/c.php?g=24716&p=149663,1,1,1,5,1,2,30,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,22,15,0,7,2,12,23,23,40,2,2,1,University System of Georgia                                                    ,113020,19140,1,174,-2,13313,Whitfield County,1314,-85.002775,34.774221,135,1,1,412,1,1090,1847,678,1179,2937,1857,1768,3026,4794
466,139621,East Georgia State College,EGSC,131 College Cir,Swainsboro,GA,30401,13,5,Dr. Dawn H. Cartee,Interim President,4782892000,581138587,963769000,1099700,1,www.ega.edu/,www.ega.edu/offices/student_affairs/admissions_office,www.ega.edu/offices/student_affairs/financial_aid,https://www.gafutures.org/,www.ega.edu/npcalc/,www.ega.edu/veterans_and_military_personnel, ,www.ega.edu/offices/student_affairs/counseling_and_disability_services,1,1,1,5,1,2,30,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,3,14,5,0,10,2,9,14,1,40,2,2,1,University System of Georgia                                                    ,113020,-2,-2,-2,-2,13107,Emanuel County,1312,-82.309021,32.594944,192,1,1,412,1,575,909,347,584,1484,931,922,1493,2415
467,139630,Emmanuel College, ,181 Springs St,Franklin Springs,GA,30639,13,5,Dr. Ron White,President,7062457226,580633977,69190940,156300,1,www.ec.edu/,www.ec.edu/admissions,www.ec.edu/aid,www.ec.edu/admissions/apply-now,www.ec.edu/admissions/net-price-calculator, ,www.ec.edu/academics/registrars-office,www.ec.edu/,2,1,2,5,1,2,30,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,22,15,0,10,2,8,22,22,32,2,1,2,-2,-2,-2,-2,-2,-2,13119,Franklin County,1309,-83.14822,34.283641,140,2,1,412,1,434,339,51,59,773,110,485,398,883
468,139658,Emory University, ,201 Dowman Drive,Atlanta,GA,30322,13,5,Gregory L. Fenves,President,4047276123,580566256,66469933,156400,1,www.emory.edu/,https://apply.emory.edu/,www.studentaid.emory.edu/,https://apply.emory.edu/apply/first-year/how-to-apply.html,https://npc.collegeboard.org/app/emory, , ,accessibility.emory.edu/index.html,2,1,2,9,1,1,11,1,2,1,1,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,15,11,14,15,5,17,15,15,15,2,4,2,-2,-2,12060,1,122,-2,13089,DeKalb County,1305,-84.325512,33.790183,96,1,1,412,1,4932,7797,555,713,12729,1268,5487,8510,13997
469,139700,Georgia Highlands College,GHC,"3175 Cedartown Highway, S.E.",Rome,GA,30161-3897,13,5,Don Green,President,8003322406,581086067,83764605,950700,1,www.highlands.edu/,www.highlands.edu/admissions,www.highlands.edu/financial-aid,https://www.highlands.edu/how-do-i-apply/high-school-applicants/,sites.highlands.edu/office-of-finance-and-administration/business-office/bursars-office-student-accounts/net-price-calculator/,sites.highlands.edu/adultlearning/ghc-adult-learning/veterans-affairs/, ,https://sites.highlands.edu/student-support-services/disability-assistance/,1,1,1,5,1,2,30,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,3,14,5,0,5,2,12,14,2,40,2,3,1,University System of Georgia                                                    ,113020,40660,1,122,-2,13115,Floyd County,1314,-85.207356,34.169791,191,2,1,412,1,868,1390,1169,2253,2258,3422,2037,3643,5680
470,139719,Fort Valley State University, ,1005 State University Dr,Fort Valley,GA,31030-4313,13,5,Paul Jones,President,4788256211,586002062,73459083,156600,1,www.fvsu.edu/,www.fvsu.edu/admissions,www.fvsu.edu/financialaid,www.fvsu.edu/admissions,npc.fvsu.edu/,www.fvsu.edu/academics/college_of_graduate_studies_and_extended_education,www.fvsu.edu/irpe/student-right-know-act-request-form,https://www.fvsu.edu/disability-services/,1,1,1,8,1,1,20,1,1,2,2,2,31,1,A,-2,-2,-2,1,1,1,1,1,2,19,13,8,11,3,11,20,22,21,1,2,1,University System of Georgia                                                    ,113020,47580,1,356,-2,13225,Peach County,1302,-83.89537,32.537595,118,1,1,412,1,921,1610,200,348,2531,548,1121,1958,3079
471,139755,Georgia Institute of Technology-Main Campus,Georgia Tech,225 North Ave,Atlanta,GA,30332-0530,13,5,Angel Cabrera,President,4048942000,586002023,3321619,156900,1,www.gatech.edu/,www.admission.gatech.edu/,www.finaid.gatech.edu/,www.admission.gatech.edu/apply/,admission.gatech.edu/npc_2019/,https://registrar.gatech.edu/veterans-services,https://irp.gatech.edu/gt-info/public-disclosure-student-achievement,disabilityservices.gatech.edu/,1,1,1,9,1,1,12,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,15,17,15,14,5,17,15,15,15,2,5,1,University System of Georgia                                                    ,113020,12060,1,122,-2,13121,Fulton County,1305,-84.394832,33.77242,94,1,1,412,1,12968,7930,14514,4359,20898,18873,27482,12289,39771
472,139764,Georgia Southwestern State University,"GSW, Georgia Southwestern",800 Georgia Southwestern State University Dr.,Americus,GA,31709-4693,13,5,Dr. Neal Weaver,President,8778714594,586001997,75873570,157300,1,https://gsw.edu/,https://gsw.edu/admissions/index,https://gsw.edu/financial-aid/index,https://gafutures.xap.com/applications/usg/usg_common_app_short/introduction.asp?application_id=3404,https://gsw.edu/Assets/FinancialAid/files/NetPriceCalculator/npcalc.htm, ,https://web3.ncaa.org/aprsearch/asrsearch,https://gsw.edu/Academics/Academic-Resources/Disability-Services/index,1,1,1,8,1,1,20,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,19,16,6,9,4,10,19,20,21,2,2,1,University System of Georgia                                                    ,113020,11140,2,-2,-2,13261,Sumter County,1302,-84.217738,32.054662,118,1,1,412,1,641,1345,422,754,1986,1176,1063,2099,3162
473,139861,Georgia College & State University,Georgia College,231 W Hancock Street,Milledgeville,GA,31061,13,5,Dr. Steve Dorman,President,8003420471,586002064,10101020,160200,1,www.gcsu.edu/,www.gcsu.edu/admissions/,www.gcsu.edu/financialaid,www.gcsu.edu/admissions/undergraduate,irout.gcsu.edu/cc/, ,www.gcsu.edu/registrar/student-right-know,www.gcsu.edu/disability,1,1,1,9,1,1,11,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,18,16,6,14,3,13,18,18,21,2,3,1,University System of Georgia                                                    ,113020,33300,2,-2,-2,13009,Baldwin County,1310,-83.231962,33.082787,109,1,1,412,1,1898,3631,478,866,5529,1344,2376,4497,6873
474,139931,Georgia Southern University, ,1332 Southern Drive,Statesboro,GA,30460-8126,13,5,Kyle Marrero,President,9124785391,586002059,65361784,157200,1,www.georgiasouthern.edu/,admissions.georgiasouthern.edu/,em.georgiasouthern.edu/finaid/,admissions.georgiasouthern.edu/apply/,w3.georgiasouthern.edu/finaid/NetPriceCalc/npcalc.htm,em.georgiasouthern.edu/registrar/students/veteranaffairs/,www.gseagles.com/sports/2013/7/14/GEN_0714132518.aspx?,students.georgiasouthern.edu/sarc/,1,1,1,9,1,1,11,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,16,16,18,15,3,16,17,17,21,2,5,1,University System of Georgia                                                    ,113020,44340,2,496,-2,13031,Bulloch County,1312,-81.784045,32.426153,97,1,1,412,1,8630,12223,2273,3823,20853,6096,10903,16046,26949
475,139940,Georgia State University, ,33 gilmer st,Atlanta,GA,30303-3083,13,5,Mark P. Becker,President,4044132000,581845423,837322494,157400,1,www.gsu.edu/,admissions.gsu.edu/,sfs.gsu.edu/,admissions.gsu.edu/bachelors-degree/apply/,admissions.gsu.edu/cost-calculator/, , ,access.gsu.edu/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,15,14,15,9,4,15,15,15,15,2,5,1,University System of Georgia                                                    ,113020,12060,1,122,-2,13121,Fulton County,1305,-84.38667,33.7527,94,1,1,412,1,10997,16830,3349,5184,27827,8533,14346,22014,36360
476,139959,University of Georgia, ,Administration Building,Athens,GA,30602,13,5,Jere W. Morehead,President,7065423000,586001998,073460941|619003127,159800,1,www.uga.edu/,https://www.admissions.uga.edu/,https://osfa.uga.edu/,https://apply.uga.edu/apply/,https://osfa.uga.edu/sites/default/files/npcalc.htm,https://reg.uga.edu/students/veterans/tuition-classification/, ,https://drc.uga.edu/,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,15,14,14,15,4,16,15,15,15,1,5,1,University System of Georgia                                                    ,113020,12020,1,122,-2,13059,Clarke County,1310,-83.374039,33.956262,93,1,1,412,1,14449,20502,1808,2388,34951,4196,16257,22890,39147
477,139968,Gordon State College,Gordon,419 College Dr,Barnesville,GA,30204,13,5,"Kirk A. Nooks, Ed.D.",President,6783595555,581132449,809734098,157500,1,https://www.gordonstate.edu/,https://www.gordonstate.edu/admissions/,https://www.gordonstate.edu/admissions/financial-aid/,https://gafutures.xap.com/applications/usg/usg_common_app_short/introduction.asp?application_id=3406,https://www.gordonstate.edu/netpricecalculator/,https://www.gordonstate.edu/departments/registrar/veteran-benefits/, ,https://www.gordonstate.edu/student-life/accessibility-services/,1,1,1,5,1,2,30,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,3,23,5,0,6,2,13,23,12,40,2,2,1,University System of Georgia                                                    ,113020,12060,1,122,-2,13171,Lamar County,1303,-84.154508,33.04571,195,2,1,412,1,638,1218,443,932,1856,1375,1081,2150,3231
478,139986,Southern Crescent Technical College, ,501 Varsity Rd,Griffin,GA,30223-2042,13,5,Dr. Alvetta Thomas,President,7702293327,580907873,90336301,562100,1,www.sctech.edu/,www.sctech.edu/futurestudents/admissions/,www.sctech.edu/currentstudents/student-services/financial-aid/,https://www.sctech.edu/admissions/admissions-process/,www.sctech.edu/npc/npcalc.htm,www.sctech.edu/admissions/veteran-education-assistance-program/, ,www.sctech.edu/currentstudents/student-services/special-services/disability-services/,4,2,1,4,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,7,3,0,1,1,3,8,5,40,2,3,1,Technical College System of Georgia                                             ,113010,12060,1,122,-2,13255,Spalding County,1303,-84.291662,33.255438,82,1,1,412,1,383,950,1074,2825,1333,3899,1457,3775,5232
479,140012,Gwinnett Technical College,Gwinnett Tech,5150 Sugarloaf Parkway,Lawrenceville,GA,30043-5702,13,5,Dr. D. Glen Cannon,President,77096275800,223894837,78870125,2288400,1,https://www.gwinnetttech.edu/,https://www.gwinnetttech.edu/enrollment/,https://www.gwinnetttech.edu/enrollment/financial-aid/,https://gwinnett.elluciancrmrecruit.com/Admissions/Pages/Login.aspx,https://www.gwinnetttech.edu/about/oire/net-price-calculator/,https://www.gwinnetttech.edu/veteransaffairs/, ,https://www.gwinnetttech.edu/about/inclusive-excellence/disability-services,4,2,1,4,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,8,3,0,1,1,3,7,4,40,2,3,1,Technical College System of Georgia                                             ,113010,12060,1,122,-2,13135,Gwinnett County,1307,-84.066224,33.962763,85,1,1,412,1,880,931,2516,4249,1811,6765,3396,5180,8576
480,140146,Interdenominational Theological Center, ,700 Martin Luther King Jr Dr SW,Atlanta,GA,30314-4143,13,5,Matthew Wesley Williams,Interim President,4045277729,580814544, ,156800,1,www.itc.edu/,www.itc.edu/,www.itc.edu/,www.itc.edu/,www.itc.edu/,itc.edu/, ,www.itc.edu/,2,1,2,9,2,1,14,1,1,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,1,24,0,11,0,7,18,24,24,51,2,1,2,-2,-2,12060,1,122,-2,13121,Fulton County,1305,-84.409207,33.752338,149,2,1,412,1,79,75,76,55,154,131,155,130,285
481,140234,LaGrange College, ,601 Broad Street,Lagrange,GA,30240-2999,13,5,Dr. Susanna Baxter,President,7068808000,580566199,72477813,157800,1,www.lagrange.edu/,www.lagrange.edu/admission-and-aid/admission/index.html,www.lagrange.edu/admission-and-aid/financial-aid/index.html,www.lagrange.edu/admission-and-aid/admission/apply/index.html,www.lagrange.edu/admission-and-aid/financial-aid/net-price-calculator/index.html, ,www.lagrange.edu/about/_images/2020-guide-to-student-consumer-information5.pdf,www.lagrange.edu/campus-life/student-services/counseling-center/index.html,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,22,13,9,13,3,8,21,22,32,2,1,2,-2,-2,29300,2,122,-2,13285,Troup County,1303,-85.043113,33.038564,139,1,1,412,1,401,409,17,27,810,44,418,436,854
482,140243,Lanier Technical College, ,2535 Lanier Tech Drive,Gainesville,GA,30507,13,5,Mr. Tim McDonald,Interim President,7705337000,580964324,969119879,525400,1,www.laniertech.edu/,www.laniertech.edu/,www.laniertech.edu/,www.laniertech.edu/,www.laniertech.edu/FinancialAid/npc/npcalc.htm, , ,www.laniertech.edu/,4,2,1,4,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,7,3,0,1,1,2,7,2,-2,2,3,1,Technical College System of Georgia                                             ,113010,23580,1,122,-2,13139,Hall County,1309,-83.778107,34.330323,82,2,1,412,1,479,715,1480,2371,1194,3851,1959,3086,5045
483,140960,Savannah State University, ,3219 College Street,Savannah,GA,31404-5310,13,5,Mrs. Kimberley Ballard-Washington,President,9126756265,586002069,879931509,159000,1,www.savannahstate.edu/,www.savannahstate.edu/prospective-student/undergrad.shtml,www.savannahstate.edu/fiscal-affairs/financial-aid.shtml,www.gafutures.org/,https://simba.savannahstate.edu/students/netpricecalculator/, , ,www.savannahstate.edu/student-affairs/office-of-disability-services-intro.shtml,1,1,1,7,1,1,20,1,1,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,20,13,8,11,3,14,20,21,22,2,2,1,University System of Georgia                                                    ,113020,42340,1,496,-2,13051,Chatham County,1301,-81.063377,32.024781,124,1,1,412,1,1063,1718,285,422,2781,707,1348,2140,3488
484,140988,Shorter University,Shorter,315 Shorter Ave,Rome,GA,30165,13,5,Donald V. Dowless,President,7062912121,580593431,69189751,159100,1,https://www.shorter.edu/,https://www.shorter.edu/admissions/,https://www.shorter.edu/financial-aid/,https://apply.shorter.edu/,https://www.shorter.edu/npc/,www.shorter.edu/veterans-affairs-information/, ,https://www.shorter.edu/disability-services/,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,20,16,10,11,3,11,22,21,32,2,2,2,-2,-2,40660,1,122,-2,13115,Floyd County,1314,-85.196529,34.257543,125,1,1,412,1,510,628,99,173,1138,272,609,801,1410
485,141006,South Georgia Technical College, ,900 South GA Tech Parkway,Americus,GA,31709,13,5,Dr. John Watford,President,2299312394,581728667,103237665,561700,1,www.southgatech.edu/, , ,www.southgatech.edu/,www.southgatech.edu/admissions/financial-aid/net-price-calculator/, , ,www.southgatech.edu/,4,2,1,4,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,8,3,0,2,1,2,8,2,-2,2,2,1,Technical College System of Georgia                                             ,113010,11140,2,-2,-2,13261,Sumter County,1302,-84.188321,32.116663,86,2,1,412,1,406,356,407,645,762,1052,813,1001,1814
486,141255,Wiregrass Georgia Technical College, ,4089 Val Tech Rd,Valdosta,GA,31602-0929,13,5,Tina Anderson,President,2293332100,581774017,178136727,525600,1,https://www.wiregrass.edu/,https://www.wiregrass.edu/admissions,https://www.wiregrass.edu/financial-aid,https://www.wiregrass.edu/admissions/apply,www.wiregrass.edu/financial-aid/net-price-calculator,https://www.wiregrass.edu//military-and-veteran-students, ,https://www.wiregrass.edu/special-populations/services-to-students-with-disabilities,4,2,1,4,1,2,40,1,2,-2,2,2,23,1,A,-2,-2,-2,1,1,1,1,1,4,9,3,0,1,1,2,9,2,-2,2,2,1,Technical College System of Georgia                                             ,113010,46660,1,-2,-2,13185,Lowndes County,1308,-83.35381,30.889221,88,1,1,412,1,235,487,1060,1927,722,2987,1295,2414,3709
487,141264,Valdosta State University,VSU; Valdosta State; Valdosta State College; V-State,1500 N Patterson St,Valdosta,GA,31698,13,5,Dr. Richard Carvajal,President,2293335800,586002072,879932077,159900,1,www.valdosta.edu/,www.valdosta.edu/admissions/,www.valdosta.edu/admissions/financial-aid/,www.valdosta.edu/admissions/undergraduate/apply-now.php,www.valdosta.edu/administration/finance-admin/financial-services/students/net-price-calculator.php,www.valdosta.edu/academics/amp/military-veteran.php, ,www.valdosta.edu/student/disability/welcome.php,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,17,13,12,13,4,13,17,18,21,2,4,1,University System of Georgia                                                    ,113020,46660,1,-2,-2,13185,Lowndes County,1308,-83.289282,30.847402,101,1,1,412,1,2646,5496,1278,2884,8142,4162,3924,8380,12304
488,141334,University of West Georgia, ,1601 Maple St,Carrollton,GA,30118-0001,13,5,Dr .Brendan B. Kelly,President,6788395000,586002055,75940965,160100,1,www.westga.edu/,www.westga.edu/admissions/,www.westga.edu/finaid/,https://www.westga.edu/apply,https://www.westga.edu/student-services/financialaid/assets-financialaid/npcalc/npcalc.htm,www.westga.edu/calv/index.php,https://ope.ed.gov/athletics/#/,www.westga.edu/student-services/counseling/accessibility-services.php,1,1,1,9,1,1,12,1,2,2,2,2,31,1,A,-2,-2,-2,1,1,1,1,1,2,17,13,18,11,4,16,17,18,21,2,4,1,University System of Georgia                                                    ,113020,12060,1,122,-2,13045,Carroll County,1303,-85.097762,33.573621,101,1,1,412,1,2757,5423,1508,3731,8180,5239,4265,9154,13419
489,141565,University of Hawaii at Hilo,UH Hilo / UHH,200 W Kawili St,Hilo,HI,96720-4091,15,8,Bonnie Irwin,Chancellor,8089327446,996000354,195738039,161100,1,https://hilo.hawaii.edu/,https://hilo.hawaii.edu/admissions/,https://hilo.hawaii.edu/financialaid/,https://www.uh-hilo.org/applynow/index.cfm?isndsl,https://hilo.hawaii.edu/financialaid/netprice/,https://hilo.hawaii.edu/veterans/index.php,https://hilo.hawaii.edu/uhh/iro/RetentionGraduation.php,https://hilo.hawaii.edu/studentaffairs/uds/,1,1,1,9,1,1,11,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,17,13,17,11,4,13,20,21,31,2,2,1,University of Hawaii Board of Regents                                           ,115010,25900,2,-2,-2,15001,Hawaii County,1502,-155.080847,19.701189,101,1,1,412,1,885,1576,233,471,2461,704,1118,2047,3165
490,141574,University of Hawaii at Manoa,UH Manoa / UHM,2500 Campus Road,Honolulu,HI,96822-2217,15,8,Michael Bruno,Provost,8089568111,996000354,965088057,161000,1,https://manoa.hawaii.edu/,www.manoa.hawaii.edu/admissions/,https://www.hawaii.edu/fas/,https://www.uh-manoa.org/freshman/index.cfm?isndsl,https://www.hawaii.edu/fas/basics/calculator.php,https://manoa.hawaii.edu/registrar/veteran-benefits/,https://hawaiiathletics.com/documents/2020/10/12/BOR_Academic_Update.pdf?id=11923,hawaii.edu/kokua/,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,15,14,14,13,4,16,15,15,15,1,4,1,University of Hawaii Board of Regents                                           ,115010,46520,1,-2,-2,15003,Honolulu County,1501,-157.818979,21.298598,95,1,1,412,1,5372,8020,2019,2614,13392,4633,7391,10634,18025
491,141644,Hawaii Pacific University, ,1 Aloha Tower Drive,Honolulu,HI,96813,15,8,John Gotanda,President,8085440200,990113930,72498132,727900,1,https://www.hpu.edu/,https://www.hpu.edu/admissions/,https://www.hpu.edu/financial-aid/,https://www.hpu.edu/admissions/apply/,https://www.hpu.edu/financial-aid/net-price-calculator/,https://www.hpu.edu/military-and-veterans/index.html,https://www.hpu.edu/about-us/information/student-right-to-know.html,https://www.hpu.edu/cas/accessibility/index.html,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,18,16,4,9,4,12,18,18,21,2,2,2,-2,-2,46520,1,-2,-2,15003,Honolulu County,1501,-157.859645,21.310306,113,1,1,412,1,800,1665,809,969,2465,1778,1609,2634,4243
492,141680,Honolulu Community College,Honolulu CC / HCC,874 Dillingham Blvd,Honolulu,HI,96817-4505,15,8,Karen Lee,Interim Chancellor,8088459211,996000354,195736801,161200,1,https://www.honolulu.hawaii.edu/,https://www.honolulu.hawaii.edu/admissions,https://www.honolulu.hawaii.edu/finaid,https://universityofhawaii.liaisoncas.com/applicant-ux/#/login,https://www.honolulu.hawaii.edu/sites/www.honolulu.hawaii.edu/files/npcalc.htm,https://www.honolulu.hawaii.edu/veterans, ,https://www.honolulu.hawaii.edu/disability/,4,2,1,4,1,2,40,1,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,4,8,3,0,1,1,2,8,11,40,2,2,1,University of Hawaii Board of Regents                                           ,115010,46520,1,-2,-2,15003,Honolulu County,1501,-157.87,21.321785,86,1,1,412,1,645,343,1172,1218,988,2390,1817,1561,3378
493,141796,Kapiolani Community College,Kapiolani CC / KCC,4303 Diamond Head Road,Honolulu,HI,96816-4421,15,8,Louise Pagotto,Chancellor,8087349000,996000354,195736512,161300,1,https://www.kapiolani.hawaii.edu/,https://www.kapiolani.hawaii.edu/admissions/,https://www.kapiolani.hawaii.edu/paying-for-college/financial-aid/,https://universityofhawaii.liaisoncas.com/applicant-ux/#/login,https://www.kapiolani.hawaii.edu/paying-for-college/financial-aid/net-price-calculator/,https://www.kapiolani.hawaii.edu/admissions/military-and-veterans-program-vmrc/, ,https://www.kapiolani.hawaii.edu/campus-life/student-services/disability-support-services-office-dsso/,4,2,1,4,1,2,40,1,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,4,5,1,0,1,1,3,2,11,40,2,3,1,University of Hawaii Board of Regents                                           ,115010,46520,1,-2,-2,15003,Honolulu County,1501,-157.800213,21.27148,76,1,1,412,1,798,1199,1478,2894,1997,4372,2276,4093,6369
494,141802,Kauai Community College,Kauai CC / KCC,3-1901 Kaumualii Highway,Lihue,HI,96766-9500,15,8,Joseph Daisy,Chancellor,8082458311,996000354,195736348,161400,1,https://www.kauai.hawaii.edu/,https://www.kauai.hawaii.edu/admissions-and-records,https://www.kauai.hawaii.edu/financial-aid,https://universityofhawaii.liaisoncas.com/applicant-ux/#/login,https://www.kauai.hawaii.edu/net-price-calculator,https://www.kauai.hawaii.edu/veterans, ,https://www.kauai.hawaii.edu/disability-services,4,2,1,4,1,2,40,1,2,-2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,4,7,3,0,1,1,2,4,11,40,2,2,1,University of Hawaii Board of Regents                                           ,115010,28180,2,-2,-2,15007,Kauai County,1502,-159.395883,21.968887,83,1,1,412,1,140,195,360,766,335,1126,500,961,1461
