,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,preprocessed_name,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,x_centroid,y_centroid,centroid_geom,geometry
825,MA,2114.00,164447.00,American International College,"Private, 4 Year",0.0,1.0,0.0, ,Yes,,,,,,,,Springfield,-72.558338,42.112346,53,28.19%,0.29%,1.41%,12.76%,11.38%,0.18%,2.17%, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,american international college,164447,AMERICAN INTERNATIONAL COLLEGE,1000 STATE STREET,SPRINGFIELD,MA,01109,NOT AVAILABLE,(413) 737-7000,2,A,3832,HAMPDEN,25013,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.aic.edu/visit/map-directions/,2018-05-16,IMAGERY/OTHER,2018-05-16,www.aic.edu,3152,680,NOT AVAILABLE,-8076911.200387306,5178473.998005503,"-8076911.200387306, 5178473.998005503","MULTIPOLYGON (((-8076612.814743857 5179007.800903544, -8076628.707493599 5178904.954527654, -8076618.112327106 5178819.250189105, -8076581.029021737 5178729.261239761, -8076531.231583362 5178660.698973777, -8076416.803161831 5178512.148893042, -8076661.552643317 5178387.882911756, -8076723.004898417 5178519.290636122, -8076770.683370278 5178503.578778418, -8076778.100031357 5178527.860764903, -8076975.17104098 5178449.301515087, -8077004.837685272 5178526.432534634, -8077051.589088417 5178504.650136117, -8077237.932461355 5178880.671578332, -8076886.171219406 5179027.79895997, -8076880.873636163 5178974.94715219, -8076700.755026517 5179033.512633785, -8076612.814743857 5179007.800903544)), ((-8076786.781504487 5178133.693105328, -8076757.439356503 5177995.741352556, -8076902.99114919 5177968.246982084, -8076879.170447951 5177824.893802362, -8077140.725721641 5177777.798362937, -8077132.774838331 5177714.821234681, -8077228.131782063 5177698.307293165, -8077236.843200133 5177760.491548319, -8077303.444538284 5177748.499410193, -8077328.543187272 5177852.081484282, -8077399.244533585 5177827.920220982, -8077409.045101553 5177864.340711564, -8077339.646415927 5177897.904769493, -8077214.800271168 5177951.149157952, -8077253.030501252 5178034.304794963, -8077223.099027884 5178049.301873179, -8077242.700163825 5178099.649058605, -8077181.777678179 5178127.500813982, -8077158.733096436 5178074.296856017, -8077050.661908382 5178126.429498759, -8077012.662443603 5178037.357691431, -8076786.781504487 5178133.693105328)))"
826,MA,2115.00,164465.00,Amherst College,"Private, 4 Year",1.0,4.0,0.0, ,Yes,,,https://www.allinchallenge.org/wp-content/uploads/Amherst-College-NSLVE-2018.pdf,,http://www.allinchallenge.org/wp-content/uploads/Amherst-College-Action-Plan-2018.pdf,https://www.allinchallenge.org/wp-content/uploads/Amhert-College-Action-Plan-2020.pdf,,Amherst,-72.518493,42.372459,23,43.78%,0.62%,14.08%,11.15%,12.85%,0.05%,5.04%, ,X, , , , , , , , , , , , , , , , , , , , ,X, ,X, , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,amherst college,164465,AMHERST COLLEGE,BOLTWOOD AVENUE,AMHERST,MA,01002,5000,(413) 542-2000,2,A,2868,HAMPSHIRE,25015,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.amherst.edu/visiting/map,2018-05-16,IMAGERY/OTHER,2018-05-16,www.amherst.edu,1855,1013,10822654,-8072618.151664871,5216694.9128301125,"-8072618.151664871, 5216694.9128301125","MULTIPOLYGON (((-8072768.266887382 5217286.703114498, -8072542.059002923 5217276.66367384, -8072412.797370559 5217288.137342706, -8072410.678404054 5217190.611826767, -8072408.559326225 5217118.902627268, -8072315.321460322 5217130.376104863, -8072313.202382498 5217276.66367384, -8072166.988461478 5217285.268886509, -8072046.20291779 5217285.268886509, -8072008.060184822 5217265.190018884, -8072061.036239935 5217121.771033037, -8072067.393362093 5217035.720594378, -8071936.012763229 5217032.852365377, -8071929.655641066 5216964.012568521, -8071887.274752446 5216952.539292617, -8071897.869918944 5216780.44242583, -8072084.345762067 5216748.891600221, -8072063.155317765 5216674.31762727, -8071967.798374033 5216479.280401304, -8071844.893863834 5216341.609511763, -8071838.536741668 5216106.426280488, -8072014.41730698 5216014.649080498, -8072111.893328542 5216069.14167624, -8072236.916805247 5216117.898530717, -8072417.035526212 5216152.3152142, -8072910.772533523 5216192.468270214, -8072921.367811333 5216072.009763869, -8073103.605498809 5216092.08610024, -8073073.938854512 5216324.400810208, -8072990.766385648 5216311.494229247, -8072980.171219156 5216395.745391392, -8072890.111858667 5216381.404772785, -8072876.867844891 5216521.227409101, -8072961.62962213 5216533.77567224, -8072949.709976332 5216594.724658616, -8072874.219108924 5216583.968891169, -8072867.597046377 5216766.818148259, -8072947.061129049 5216777.574123522, -8072960.305142825 5216711.246005066, -8073029.174058998 5216702.282854772, -8073051.688871293 5216938.91491797, -8073018.578892506 5216978.354069951, -8073050.364503307 5217258.019048103, -8072972.224788622 5217261.604608157, -8072883.489907438 5217258.019048103, -8072878.192212877 5217439.088590293, -8072774.888949929 5217435.502962994, -8072768.266887382 5217286.703114498)), ((-8073192.605320378 5216344.477531291, -8073260.414697642 5216258.434310328, -8073370.6048522 5216289.983350297, -8073542.247373178 5216281.379042544, -8073677.8661277 5216235.489483068, -8073798.65156007 5216149.447252911, -8073879.175292975 5216378.89518937, -8073374.843007853 5216723.077448773, -8073313.390752753 5216605.480438297, -8073247.700453319 5216433.389882289, -8073192.605320378 5216344.477531291)), ((-8072425.120660832 5217800.395689066, -8072403.267976871 5217726.888924656, -8072343.669859211 5217747.506595984, -8072319.830678935 5217656.072126525, -8072292.68041173 5217656.968441092, -8072292.109899336 5217556.56290042, -8072264.216129256 5217537.563752725, -8072127.130183845 5217523.403888959, -8072112.561802084 5217463.345217597, -8072541.668048868 5217448.106535603, -8072536.370354307 5217536.849934872, -8072520.477604563 5217570.913286459, -8072522.464212195 5217764.53871094, -8072425.120660832 5217800.395689066)), ((-8073192.075550924 5216972.97611738, -8073181.480273105 5216940.707562041, -8073139.09949581 5216949.671088826, -8073121.882266765 5216892.305085999, -8073249.024821299 5216808.049503362, -8073271.539633595 5216953.256381374, -8073192.075550924 5216972.97611738)), ((-8073266.771819799 5215859.777092285, -8073398.152418668 5215854.041197185, -8073408.747696485 5215922.872770427, -8073275.248019787 5215948.684739439, -8073266.771819799 5215859.777092285)), ((-8073158.700631752 5216040.461299791, -8073207.438642529 5216014.649080498, -8073239.224253331 5216120.766633121, -8073186.24819822 5216140.843072912, -8073158.700631752 5216040.461299791)))"
827,MA,2117.00,164492.00,Anna Maria College,"Private, 4 Year",0.0,1.0,0.0, ,Yes,,,,,,,,Paxton,-71.91896,42.330542,39,24.25%,0.78%,1.68%,11.31%,9.39%,0.18%,0.90%, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,anna maria college,164492,ANNA MARIA COLLEGE,50 SUNSET LANE,PAXTON,MA,01612,1198,(508) 849-3300,2,A,1772,WORCESTER,25027,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.annamaria.edu/about/directions,2018-05-16,IMAGERY/OTHER,2018-05-16,www.annamaria.edu,1461,311,10779412,-8005798.826819593,5210367.1045227945,"-8005798.826819593, 5210367.1045227945","POLYGON ((-8006182.430647683 5210931.147392896, -8005953.229270797 5210966.714522108, -8005894.955521117 5210741.69726603, -8005877.288450014 5210730.495497616, -8005775.229627656 5210748.863453357, -8005782.646288735 5210804.758846551, -8005474.32547432 5210879.286751398, -8005462.110163957 5210802.054682191, -8005470.432075129 5210747.694034819, -8005368.718009239 5210366.466768386, -8005502.21779725 5210162.960686664, -8005392.027531371 5210128.565766922, -8005358.122842739 5210142.896918117, -8005258.52785468 5210211.687137137, -8005168.12373773 5210240.085907501, -8005147.992832335 5210134.034241839, -8005201.313643909 5210025.381606501, -8005201.313643909 5209956.592891048, -8005275.480143331 5209870.607548662, -8005339.051476261 5209827.615245451, -8005483.14643077 5209836.213690481, -8005508.574919414 5209761.693992454, -8005523.40824156 5209724.434363287, -8005601.812785317 5209784.622986794, -8005891.777015696 5210128.301814239, -8006035.871970206 5210022.251550695, -8006207.514379866 5210022.251550695, -8006242.966632057 5210023.562265206, -8006360.085534363 5210399.165557122, -8006409.168190284 5210541.313498979, -8006260.835191441 5210581.44276653, -8006314.526029005 5210691.535010013, -8006207.514379866 5210714.466255365, -8006239.300101986 5210840.589624254, -8006167.597325537 5210850.886064438, -8006182.430647683 5210931.147392896))"
828,MA,2118.00,164562.00,Assumption College,"Private, 4 Year",0.0,1.0,0.0, ,Yes,,,,,,,,Worcester,-71.828991,42.294226,20,16.79%,0.11%,2.27%,5.65%,6.82%,0.11%,1.83%, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,assumption college,164562,ASSUMPTION COLLEGE,500 SALISBURY ST,WORCESTER,MA,01609,1296,(508) 767-7000,2,A,2954,WORCESTER,25027,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.assumption.edu/about/visitor-information,2018-05-16,IMAGERY/OTHER,2018-05-16,https://www.assumption.edu,2428,526,10780775,-7995943.542180621,5205193.02251195,"-7995943.542180621, 5205193.02251195","POLYGON ((-7996249.041159889 5205706.590896195, -7996195.005565862 5205764.605425966, -7995818.345604729 5205728.077751108, -7995606.971042416 5205609.900802402, -7995430.560707649 5205480.982312114, -7995386.594184204 5205319.30564155, -7995456.245676396 5205019.630041376, -7995797.68492988 5204965.326036421, -7995884.494651787 5204507.067656713, -7996117.258029738 5204477.038584302, -7996181.002353157 5204559.292062648, -7996209.011227595 5204641.546254767, -7996249.372891968 5204704.284786108, -7996308.490999985 5204759.053352743, -7996385.756856672 5204778.638010709, -7996366.44036467 5205007.128777293, -7996299.798617548 5205035.853717992, -7996325.875876185 5205140.308795313, -7996329.232938071 5205623.326331998, -7996249.041159889 5205706.590896195))"
829,MA,2121.00,164580.00,Babson College,"Private, 4 Year",0.0,3.0,0.0, ,No,,,,,,,,Babson Park,-71.264057,42.297017,14,24.05%,0.10%,9.44%,4.34%,8.31%,0.10%,1.77%, , , , , , , , , , , , , ,X, , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , ,X, , , , , , , ,babson college,164580,BABSON COLLEGE,231 FOREST STREET,BABSON PARK,MA,02457,0310,(781) 235-1200,2,A,4304,NORFOLK,25021,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.babson.edu/admission/visiting-babson/Documents/babson-campus-map-wellesley.pdf,2018-05-16,IMAGERY/OTHER,2018-05-16,www.babson.edu,3357,947,10782029,-7933467.093165635,5205608.531315362,"-7933467.093165635, 5205608.531315362","POLYGON ((-7934597.603876056 5205882.649451734, -7934535.621851502 5205975.044628726, -7934484.764874219 5206028.763378996, -7934413.247110757 5206063.143418556, -7934308.354539447 5206063.143418556, -7934049.301505271 5206065.292212806, -7933108.446312286 5206054.548396976, -7932529.94763906 5205708.604760022, -7932576.036802555 5205429.280772098, -7932611.001030101 5205265.987465979, -7932750.857828958 5205186.490312419, -7932925.678855356 5205192.936100353, -7932927.268163726 5205220.867447222, -7932939.982408047 5205227.313108044, -7932978.125252332 5205190.78750389, -7933040.107165568 5205169.30186702, -7933076.660701484 5205182.193273394, -7933090.964254175 5205199.38174217, -7933202.214058966 5205091.954248484, -7933523.249006379 5204799.757378776, -7933562.981159033 5204834.13311094, -7933707.605771678 5205137.073653545, -7933586.820339309 5205283.176086718, -7933928.516072894 5205444.321035047, -7934079.497807704 5205519.523008787, -7934329.015214297 5205611.914796183, -7934597.603876056 5205882.649451734))"
830,MA,2122.00,164632.00,Bay Path University,"Private, 4 Year",0.0,0.0,0.0, ,Yes,,,,,,,,Longmeadow,-72.583382,42.055088,53,30.71%,0.31%,2.01%,12.08%,13.85%,0.07%,2.39%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bay path university,164632,BAY PATH UNIVERSITY,588 LONGMEADOW STREET,LONGMEADOW,MA,01106,NOT AVAILABLE,(413) 565-1000,2,A,4102,HAMPDEN,25013,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.baypath.edu/about/locations/campusmap,2018-05-16,IMAGERY/OTHER,2019-02-13,www.baypath.edu,3444,658,NOT AVAILABLE,-8079918.942905513,5169344.304283514,"-8079918.942905513, 5169344.304283514","POLYGON ((-8079649.676687792 5169612.906252987, -8079659.785499434 5169579.288641989, -8079704.406470163 5169450.377679002, -8079613.917861726 5169436.314255235, -8079627.824003836 5169369.424181799, -8079725.941559616 5169388.163142255, -8079794.874484496 5169118.37421479, -8080005.719277356 5169130.503157347, -8080159.349970767 5169209.699155809, -8080242.522328313 5169343.834204099, -8080237.224745062 5169428.026378874, -8079983.46929413 5169407.334980923, -8079978.128296283 5169448.800432323, -8079911.421872538 5169440.155715878, -8079882.284997701 5169598.553372764, -8079694.549574533 5169582.29864584, -8079684.773274213 5169623.608930824, -8079649.676687792 5169612.906252987))"
831,MA,3965.00,164641.00,Bay State College,,1.0,1.0,0.0, ,Yes,,,,,,https://allinchallenge.org/wp-content/uploads/Bay-State-College-ALL-IN-Challenge-Action-Plan-2020.pdf,,Boston,-71.076991,42.35176,52,47.27%,0.20%,4.16%,22.60%,14.87%,0.20%,5.25%, ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bay state college,164641,BAY STATE COLLEGE,122 COMMONWEALTH AVENUE,BOSTON,MA,02116,NOT AVAILABLE,(617) 217-9000,3,A,850,SUFFOLK,25025,USA,611210,JUNIOR COLLEGES,http://www.baystate.edu/files/resources/campus-map.pdf,2018-05-16,IMAGERY/OTHER,2020-01-31,www.baystate.edu,700,150,NOT AVAILABLE,-7911826.194441111,5213751.441927556,"-7911826.194441111, 5213751.441927556","MULTIPOLYGON (((-7911529.244396558 5213734.794056154, -7911764.51346493 5213643.449253006, -7911785.968738305 5213664.954118835, -7911797.093785577 5213693.448050926, -7911700.508987862 5213728.210953987, -7911700.124267701 5213733.113786074, -7911664.786006672 5213747.210440375, -7911658.88195484 5213743.193452852, -7911561.08533315 5213778.39276312, -7911539.177434723 5213765.25949067, -7911529.244396558 5213734.794056154)), ((-7911784.456685662 5213784.614237234, -7911809.790107461 5213773.468216881, -7911821.444812868 5213785.295989214, -7911835.218596105 5213822.571599166, -7911811.114475447 5213830.45697061, -7911803.369310551 5213803.446335771, -7911784.456685662 5213784.614237234)), ((-7912451.852209927 5213928.428540004, -7912476.443353363 5213919.720935961, -7912490.746906055 5213959.506016589, -7912465.188730203 5213969.434538163, -7912451.852209927 5213928.428540004)), ((-7912310.681284483 5213922.73177439, -7912330.865177957 5213915.634885691, -7912341.513332531 5213947.678026606, -7912331.500812248 5213951.334034111, -7912321.329439056 5213954.989892386, -7912310.681284483 5213922.73177439)), ((-7912234.073325991 5213804.235789872, -7912246.787570313 5213799.576339628, -7912261.486307194 5213846.445847048, -7912249.04256924 5213851.132735239, -7912234.073325991 5213804.235789872)), ((-7912946.105962316 5213555.867528195, -7912958.867072141 5213550.061631984, -7912968.190858728 5213563.537733339, -7912978.562718324 5213585.297579719, -7912968.826604344 5213592.210606416, -7912957.115014676 5213566.412743887, -7912946.105962316 5213555.867528195)), ((-7911982.599590665 5214043.889743834, -7911992.381122997 5214039.64939057, -7912001.019849444 5214049.371627151, -7912010.658002278 5214079.945627231, -7912000.752014746 5214083.255526852, -7911991.798476782 5214054.712218546, -7911982.599590665 5214043.889743834)), ((-7912584.302700421 5213820.653166361, -7912596.815345145 5213836.119788736, -7912607.198670654 5213863.933231438, -7912596.603392836 5213867.660907167, -7912588.127192848 5213839.847302886, -7912578.286327221 5213825.398034633, -7912584.302700421 5213820.653166361)))"
832,MA,2123.00,164720.00,Becker College,"Private, 4 Year",0.0,1.0,0.0, ,Yes,,,,,,,,Worcester,-71.811894,42.269171,37,22.45%,0.52%,2.27%,7.38%,9.30%,0.13%,2.84%, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,becker college,164720,BECKER COLLEGE,61 SEVER ST,WORCESTER,MA,01609,2165,(877) 523-2537,2,A,2256,WORCESTER,25027,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.becker.edu/admissions/visit-becker/maps-directions,2018-05-22,IMAGERY/OTHER,2019-02-21,www.becker.edu,1839,417,NOT AVAILABLE,-7994000.798131617,5201156.3036312135,"-7994000.798131617, 5201156.3036312135","MULTIPOLYGON (((-7994024.607338797 5201308.176477858, -7993980.430087557 5201303.178980504, -7993984.933072275 5201258.077818073, -7993947.055168379 5201253.424533355, -7993950.117901531 5201216.498597016, -7993902.555313255 5201212.618996216, -7993909.442204872 5201167.876136715, -7993993.939041723 5201178.61441578, -7993997.117547142 5201139.240835476, -7994049.034174658 5201146.757636935, -7994054.596586978 5201100.583308444, -7994016.718683083 5201095.214211578, -7994021.221667801 5201037.228399764, -7994184.387988791 5201056.198995993, -7994176.176729193 5201124.565271465, -7994200.844015161 5201127.220193311, -7994192.334419324 5201205.460016198, -7994243.986106457 5201209.755403558, -7994274.977118734 5201212.976870138, -7994269.944364555 5201270.963907068, -7994217.233138507 5201265.952589652, -7994161.873176502 5201259.151745903, -7994166.905930679 5201201.522654705, -7994098.566783962 5201194.005960273, -7994085.341471857 5201301.860896848, -7994099.891151948 5201303.894885647, -7994101.495377129 5201290.41936074, -7994143.117734736 5201295.315610819, -7994115.183333036 5201522.671799223, -7994063.111748789 5201516.944126639, -7994071.813816019 5201440.989534057, -7994007.977654025 5201435.262211683, -7994024.607338797 5201308.176477858)), ((-7993718.463377026 5201133.155824424, -7993725.085439573 5201075.16978061, -7993796.073322258 5201084.47617738, -7993799.133940336 5201056.026003888, -7993729.853253362 5201046.53475931, -7993728.80518036 5201052.849718987, -7993674.758120427 5201044.029234785, -7993679.261105144 5201000.003052921, -7993735.128127435 5201007.056729256, -7993736.740144981 5200994.991878696, -7993745.022315098 5200918.679391916, -7993824.945368024 5200929.847907752, -7993873.312462263 5200936.147596704, -7993872.464875657 5200945.310651341, -7993928.224363318 5200951.286633256, -7993925.070125544 5200979.600807638, -7993976.121132703 5200986.649354288, -7993972.810045774 5201020.653246369, -7993882.123288638 5201010.243829582, -7993875.272575857 5201079.107089632, -7993908.382665958 5201083.0444003, -7993903.085082714 5201120.627943567, -7993856.466038442 5201114.185074234, -7993859.114885726 5201081.970492411, -7993805.846505629 5201076.361473037, -7993797.927571016 5201145.325850441, -7993718.463377026 5201133.155824424)), ((-7994207.697510931 5201126.355075913, -7994213.789692705 5201051.187942506, -7994221.465060272 5201052.008977684, -7994226.503937021 5201000.718935166, -7994246.10518428 5201002.866431807, -7994247.547884881 5200984.870707793, -7994289.545500496 5200989.980857543, -7994282.128839417 5201058.346655625, -7994259.376248699 5201056.064212588, -7994252.462306445 5201132.082061291, -7994207.697510931 5201126.355075913)), ((-7993542.053042253 5200970.652378556, -7993545.231658998 5200925.194784095, -7993615.68977222 5200935.216911003, -7993611.186787497 5200978.884926979, -7993542.053042253 5200970.652378556)))"
833,MA,2151.00,165884.00,Benjamin Franklin Institute of Technology,"Public, 4 Year",1.0,1.0,0.0, ,Yes,,,,,,,,Boston,-71.070231,42.346023,60,73.85%,0.55%,8.68%,34.40%,26.92%,0.44%,2.86%, ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,benjamin franklin institute technology,165884,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,41 BERKELEY ST,BOSTON,MA,02116,NOT AVAILABLE,(617) 423-4630,2,A,759,SUFFOLK,25025,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.bfit.edu/,2018-05-25,IMAGERY/OTHER,2018-05-25,www.bfit.edu/,630,129,NOT AVAILABLE,-7911499.910319503,5212959.71226045,"-7911499.910319503, 5212959.71226045","POLYGON ((-7911535.894511619 5212983.968978439, -7911485.434833592 5213003.321977335, -7911464.37685948 5212933.436376306, -7911514.439238243 5212917.309119024, -7911535.894511619 5212983.968978439))"
834,MA,2124.00,164739.00,Bentley University,"Private, 4 Year",0.0,1.0,0.0, ,Yes,,,,,,,,Waltham,-71.222839,42.385995,14,18.88%,0.03%,7.87%,3.17%,5.73%,0.09%,2.00%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , ,bentley university,164739,BENTLEY UNIVERSITY,175 FOREST ST,WALTHAM,MA,02452,4705,(781) 891-2000,2,A,6560,MIDDLESEX,25017,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.bentley.edu/files/2015/05/20/Campus%20Map%20BW%20%281%29_0_0.pdf,2018-05-22,IMAGERY/OTHER,2018-05-22,www.bentley.edu,5460,1100,NOT AVAILABLE,-7928330.088275539,5219051.1573602585,"-7928330.088275539, 5219051.1573602585","MULTIPOLYGON (((-7927959.59759317 5218878.843495023, -7927969.014665491 5218822.622045353, -7928001.81606665 5218825.172365887, -7928013.514520623 5218794.65055101, -7928197.19123515 5218347.774800554, -7928331.989453708 5218350.743946911, -7928418.07559892 5218525.559016727, -7928521.378973185 5218462.804509764, -7928614.749309279 5218346.261594194, -7928706.441615378 5218387.997604982, -7928787.583728051 5218447.564218152, -7928851.066339341 5218547.971376924, -7928851.066339341 5218725.479488541, -7928810.098540341 5218804.373152023, -7928806.125325076 5218826.786172663, -7928833.275592282 5218864.440184947, -7928836.76278665 5218919.447145347, -7928804.977175848 5219009.818032187, -7928704.852418327 5219153.982893245, -7928612.673980015 5219293.846503701, -7928545.924141665 5219506.873490845, -7928458.378820566 5219662.937567727, -7928385.892577535 5219778.762971094, -7928140.878266981 5219538.473455114, -7927930.960542846 5219471.229343758, -7927848.185484562 5219331.363261724, -7927913.081074153 5219186.119735396, -7927988.212713559 5218965.643159565, -7927959.59759317 5218878.843495023)), ((-7927448.311736058 5220140.227255874, -7927489.537351002 5220115.537196399, -7927615.090708484 5220186.551776649, -7927575.365123682 5220315.673657982, -7927536.686053409 5220413.228376256, -7927416.723606032 5220356.146306823, -7927410.603037784 5220256.13236234, -7927420.062634156 5220194.272577282, -7927448.311736058 5220140.227255874)))"
835,MA,2167.00,164775.00,Berkshire Community College,"Public, 2 Year",1.0,1.0,0.0, ,Yes,,,,,,,,Pittsfield,-73.314704,42.45975,46,19.41%,0.80%,1.77%,7.07%,7.65%,0.31%,1.81%, , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,berkshire community college,164775,BERKSHIRE COMMUNITY COLLEGE,1350 WEST STREET,PITTSFIELD,MA,01201,5786,(413) 499-4660,1,A,2000,BERKSHIRE,25003,USA,611210,JUNIOR COLLEGES,https://www.berkshirecc.edu/images/campus-map.pdf,2018-05-23,IMAGERY/OTHER,2020-01-31,www.berkshirecc.edu,1696,304,NOT AVAILABLE,-8161448.146224113,5229958.7189154215,"-8161448.146224113, 5229958.7189154215","POLYGON ((-8161301.838569791 5230627.378381579, -8161143.583108141 5230631.852224957, -8161223.239773526 5230078.768118354, -8161288.135474435 5229772.245773429, -8161409.00562094 5229795.266924004, -8161429.250517498 5229690.478094799, -8161428.565012071 5229644.134443643, -8161420.906787701 5229593.004283908, -8161399.054103739 5229526.227119213, -8161424.085293122 5229358.747787273, -8161685.522234198 5229388.366161282, -8161658.504437184 5229521.918863108, -8161731.220332318 5229533.199937966, -8161627.033415259 5230236.412217582, -8161439.790135563 5230257.309325977, -8161416.05359186 5230320.984001082, -8161364.543837084 5230373.689818234, -8161345.160442068 5230452.108995175, -8161301.838569791 5230526.686833398, -8161301.838569791 5230627.378381579))"
836,MA,3966.00,164872.00,Boston Architectural College,"Private, 4 Year",0.0,0.0,0.0, ,No,,,,,,,,Boston,-71.085786,42.348467,31,22.06%,0.23%,5.94%,5.03%,8.11%,0.00%,2.74%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,boston architectural college,164872,BOSTON ARCHITECTURAL COLLEGE,320 NEWBURY STREET,BOSTON,MA,02115,2703,(617) 262-5000,2,A,997,SUFFOLK,25025,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.the-bac.edu,2018-05-23,IMAGERY/OTHER,2018-05-23,www.the-bac.edu,663,334,NOT AVAILABLE,-7913228.100172984,5213324.246694033,"-7913228.100172984, 5213324.246694033","POLYGON ((-7913220.858606916 5213352.422583181, -7913204.775946125 5213307.61618802, -7913236.028559204 5213296.174605626, -7913250.946595484 5213341.323614137, -7913220.858606916 5213352.422583181))"
