query_id,placekey,error,pollingHours,latitude,longitude,startDate,endDate,sources,address.locationName,address.line1,address.city,address.state,address.zip,notes,address.line2,name,voterServices
198,22h@5pt-wcp-fzz,,"Mon, Nov 2: 8:00 am - 4:30 pm",40.1285007,-87.6296281,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Vermilion County Clerk's Office,201 N Vermilion St,Danville,IL,61832,,,,
199,222-222@5pt-ym5-dd9,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.3089674,-88.1554406,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",The Gathering Place (First United Methodist Church),200 S Century Blvd,Rantoul,IL,61866,,,,
200,222-222@5pt-y89-y5f,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8 am - 7 pm",40.1064043,-88.1866906,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Champaign County Clerk's Office - Brookens Administrative Center,1776 E Washington St,Urbana,IL,61802,Gymnasium,,,
201,222-223@5pt-y9j-xbk,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.1099742,-88.0342834,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Prince of Peace Lutheran Church,802 E Douglas St,St. Joseph,IL,61873,,,,
202,229-222@5pt-y8d-6c5,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.127735,-88.2343632,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",The Church of the Living God,312 E Bradley Ave,Champaign,IL,61820,,,,
203,zzw-225@5pv-wr5-h3q,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.1094131,-88.2271693,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Illini Union,1401 W Green St,Urbana,IL,61801,,,,
204,223-224@5pv-wr5-dgk,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.1065873,-88.2292355,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",University YMCA,1001 S Wright St,Champaign,IL,61821,,,,
205,222@5pv-wr5-435,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.1008296,-88.2355555,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Activities and Recreation Center,201 E Peabody Dr,Champaign,IL,61820,,,,
206,zzw-222@5pv-wqm-jjv,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.1327671,-88.2907598,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]","Parkland College, Student Life Center",2400 W Bradley Ave,Champaign,IL,61821,,,,
207,@5pv-km2-qzz,Invalid address,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.1968601,-88.3856285,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]","Lake of the Woods, Elk's Pavilion",301 Senna Dr,Mahomet,IL,61853,,,,
208,@5pv-wqn-rc5,Invalid address,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.1014519,-88.2852108,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Leonhard Recreation Center,2307 Sangamon Dr,Champaign,IL,61821,,,,
209,222-222@5pv-wp2-vzz,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",40.092502,-88.294065,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Meadowbrook Community Church,1902 S Duncan Rd,Champaign,IL,61822,,,,
210,222-222@5pv-wt2-qfz,,"Sun, Nov 1: 1 pm - 5 pm
Mon, Nov 2: 10 am - 6 pm",39.9852707,-88.2603766,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Tolono Public Library,111 E Main St,Tolono,IL,61880,,,,
211,222-222@5sb-hrf-dy9,,"Mon, Nov 2: 8 am - 6 pm",42.4185073,-90.4258757,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Jo Daviess County Clerk's Office,330 N Bench St,Galena,IL,61036,,Room 108,,
212,228@5sb-wph-rzf,,"Mon, Nov 2: 8:30 am - 4:30 pm",42.2998554,-89.6217805,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Stephenson County Clerk's Office,50 W Douglas St,Freeport,IL,61032,Lower Level,,,
213,@5sb-8x4-rzf,Invalid address,"Mon, Nov 2: 8:30 am - 5:00 pm",42.2551214,-88.8381298,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Boone County Clerk Office,212 Logan Ave,Belvidere,IL,61008,,STE 103,,
214,@5sb-937-5xq,Invalid address,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.323487,-89.056655,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Meadow Mart,6401 N 2nd Street,Loves Park,IL,61111,,,,
215,222@5sb-8zh-8y9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.2709493,-89.0968349,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Winnebago County Clerk's Office,404 Elm Street,Rockford,IL,61101,,STE 104,,
216,zzw-222@5sb-rpx-54v,,"Mon, Nov 2: 8:30 am - 4:30 pm",42.1007346,-89.9782923,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Carroll County Courthouse,301 N Main St,Mount Carroll Historic District,IL,61053,,#203,,
217,223@5sb-vy3-9fz,,"Mon, Nov 2: 8:30 am - 4:30 pm",41.8101461,-89.9639196,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Whiteside County Main Courthouse,200 E Knox St,Morrison,IL,61270,,,,
218,222@5sb-95g-zs5,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8 am - 7 pm",42.264521,-89.0825207,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Rockford Board of Elections,301 S 6th St,Rockford,IL,61104,,,,
219,zzw-222@5sb-8zh-cnq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",42.2753169,-89.0940768,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Emmanuel Episcopal Church,412 N Church St,Rockford,IL,61103,Park Avenue Entrance,,,
220,225-222@5q2-xbg-wff,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8 am - 7 pm",41.5091269,-90.578173,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Rock Island County Clerk Office,1504 3rd Ave,Rock Island,IL,61201,"County Office Building, First Floor",,,
221,224-222@5q2-rr2-rhq,,"Mon, Nov 2: 8 am - 4 pm",41.1995168,-90.7486396,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Mercer County Clerk's Office,100 SE 3rd St,Aledo,IL,61231,,,,
222,222@5q2-wpr-k9f,,"Mon, Nov 2: 8:00 am - 4:30 pm",41.3020968,-90.197142,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Henry County Clerk's Office,307 W Center St,Cambridge,IL,61238,,,,
223,223-222@5pw-kzc-2tv,,"Mon, Nov 2: 8 am - 4 pm",41.3680993,-89.4657246,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Bureau County Clerk's Office,700 S Main St,Princeton,IL,61356,,Room 104,,
224,@5pw-m2k-bhq,Invalid address,"Mon, Nov 2: 9 am - 4 pm",41.2533686,-89.3426,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Putnam County Clerk's Office,120 N 4th St,Hennepin,IL,61327,,,,
225,226@5q2-vrq-gkz,,"Mon, Nov 2: 8:30 am - 4:30 pm",41.0250071,-89.4077385,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Marshall County Clerk's Office,122 N Prairie St,Lancon,IL,61540,,,,
226,222@5q2-t6w-m8v,,"Sun, Nov 1: 10 am - 2 pm
Mon, Nov 2: 8 am - 6 pm",40.945705,-90.3719666,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Galesburg City Election Office,55 W Tompkins St,Galesburg,IL,61401,,,,
227,22d@5q2-tck-87q,,"Mon, Nov 2: 8:00 am - 4:30 pm",40.912418,-90.6490195,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Warren County Courthouse,100 W Broadway,Monmouth,IL,61462,,2nd Floor,,
228,222@5pz-sff-92k,,"Mon, Nov 2: 8 am - 4 pm",40.458766,-90.6710711,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",McDonough County Courthouse,#1 Courthouse Square,Macomb,IL,61455,,,,
229,22d@5pz-h3y-6rk,,"Mon, Nov 2: 8 am - 4 pm",40.9354739,-90.9532119,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Henderson County Courthouse,307 Warren St,Oquawka,IL,61469,,,,
230,222@5q2-vws-4gk,,"Mon, Nov 2: 8:30 am - 4:30 pm",41.0934768,-89.8658192,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Stark County Clerk's Office,130 W Main St,Toulon,IL,61483,,,,
231,22g@5pz-bsy-xh5,,"Mon, Nov 2: 8 am - 12 pm, 1 pm - 4 pm",40.413007,-91.1354145,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Hancock County Courthouse,500 Main St,Carthage,IL,62321,,,,
232,224@5pv-mqh-dd9,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",40.7423773,-89.6258634,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Peoria County Election Commission Office,4422 N Brandywine Dr,Peoria,IL,61614,,,,
233,226@5pv-mzt-qxq,,"Mon, Nov 2: 8 am - 5 pm",40.7219285,-89.2722954,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Woodford County Courthouse,115 N Main St,Eureka,IL,61530,,Room 104,,
234,zzw-222@5pv-f3v-kmk,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",40.4780016,-88.9965682,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Grossinger Motors Arena,101 S Madison St,Bloomington,IL,61701,,,,
235,222@5pv-g24-p35,,"Mon, Nov 2: 8:30 am - 4:30 pm",40.1539963,-88.962107,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Dewitt County Circuit Clerk Office,201 W Washington St,Clinton,IL,61727,,Room 109,,
236,223@5pv-fvk-wkz,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",39.8405752,-88.956236,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Macon County Office Building,141 S Main St,Decatur,IL,62523,,Room 119,,
237,22h@5pt-wcp-fzz,,"Mon, Nov 2: 8:00 am - 4:30 pm",40.1285007,-87.6296281,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Vermilion County Administration Building,201 N Vermilion St,Danville,IL,61832,,,,
238,zzy-222@5pv-vy2-bp9,,"Mon, Nov 2: 8 am - 4 pm",39.6117071,-87.6956289,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Edgar County Courthouse,115 W Court St,Paris,IL,61944,,,,
239,222-222@5pv-wbt-hyv,,"Mon, Nov 2: 8:30 am - 4:30 pm",39.7956825,-88.28527,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Douglas County Courthouse,401 S Center St,Tuscola,IL,61953,,,,
240,22b@5pv-r9n-yy9,,"Mon, Nov 2: 8:30 am - 5:00 pm",39.5990085,-88.6069802,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Moultrie County Courthouse,10 S Main St,Sullivan,IL,61951,,,,
241,22t@5pv-prf-k75,,"Mon, Nov 2: 8:30 am - 4:30 pm",39.4948913,-88.1750816,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Coles County Clerk's Office,651 Jackson Ave,Charleston,IL,61920,,Room 122,,
242,22b-222@5pv-ssx-mx5,,"Mon, Nov 2: 9 am - 4 pm",39.4851729,-88.3704454,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Salvation Army Citadel,1300 Richmond Ave,Mattoon,IL,61938,,,,
243,zzw-222@5pk-85h-g49,,"Mon, Nov 2: 8 am - 4 pm",39.4069609,-88.7906464,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Shelby County Clerk's Office,301 E Main St,Shelbyville,IL,62565,,,,
244,22j@5pj-5q9-3nq,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",38.8129165,-89.9582349,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Madison County Administration Building,157 N. Main St,Edwardsville,IL,62025,,1st Floor,,
245,222@5pk-s75-rff,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",38.8908312,-90.1697618,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Alton – Scott Bibb Center,1004 East 5th St,Alton,IL,62002,,Room #SB 104,,
246,223@5pj-5jb-dqf,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",38.7029257,-90.1484018,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Granite City Township Building,2060 Delmar Ave,Granite City,IL,62040,,,,
247,23b@5pk-mvg-vvf,,"Mon, Nov 2: 8:30 am - 4:30 pm",39.1545729,-90.6190448,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Calhoun County Clerk's Office,301 S County Rd,Hardin,IL,62047,,,,
248,229@5pk-2y4-grk,,"Mon, Nov 2: 8 am - 4 pm",39.1611149,-89.4934497,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Montgomery County Clerk and Recorder Office,#1 Courthouse Square,Hillsboro,IL,62049,Basement of Historic Courthouse,,,
249,22g@5pk-r7k-gzf,,"Mon, Nov 2: 8 am - 4 pm",39.3015451,-90.408358,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Greene County Courthouse,519 N Main St,Carrollton,IL,62016,,,,
250,222@5pk-3tm-5s5,,"Mon, Nov 2: 8 am - 4 pm",38.8928884,-89.4127182,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Bond County Clerk's Office,203 W College Ave # 3,Greenville,IL,62246,,,,
251,222@5pj-5nr-54v,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",38.603377,-90.017997,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",The Rec Complex of Fairview Heights,9950 Bunkum Rd,Fairview Heights,IL,62208,,,,
252,222@5pj-5cz-sbk,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",38.5916804,-89.8952511,10/19/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",O'Fallon Township Office,801 E State St,O'Fallon,IL,62269,,,,
253,225-222@5pj-5nx-j9z,,"Sun, Nov 1: 9 am - 5 pm
Mon, Nov 2: 8:30 am - 7:00 pm",38.5129687,-89.9851861,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",St. Clair County Clerk’s Office,10 Public Sq,Belleville,IL,62220,"Election Department, 2nd Floor",,,
254,22g@5pk-6vn-swk,,"Mon, Nov 2: 8 am - 4 pm",39.5488463,-89.2955933,9/24/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Christian County Clerk's Office,101 S Main St,Taylorville,IL,62568,,,,
255,222@5py-jfr-nkf,,"Mon, Nov 2: 1 pm - 6 pm",38.2116916,-85.2119883,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Stratton Community Center,215 Washington St.,Shelbyville,KY,40065,,,,
256,22m@5py-gbr-4sq,,"Mon, Nov 2: 8:30 am - 4:00 pm",38.1947818,-84.8790183,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Franklin County Election Headquarters,317 West 2nd Street,Frankfort,KY,40601,,,,
257,zzw-222@5px-kg9-h3q,,"Mon, Nov 2: 8 am - 4 pm",37.8079807,-85.4724439,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Nelson County Library,201 Cathedral Manor,Bardstown,KY,40004,,,,
258,zzw-223@5py-jsq-sbk,,"Mon, Nov 2: 8 am - 4 pm",38.4080969,-85.3798608,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Oldham County Clerk's Office,100 W. Jefferson Street,LaGrange,KY,40031,,,,
259,229@5py-pfq-hbk,,"Mon, Nov 2: 8:30 am - 4:30 pm",38.593317,-85.3176528,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Trimble County Courthouse,30 HWY 42 E,Bedford,KY,40006,,,,
260,zzw-222@5py-pkk-btv,,"Sat, Oct 31: 8 am - 12 pm
Mon, Nov 2: 8:30 am - 12:00 pm, 1:00 pm - 3:30 pm",38.4324747,-85.1680061,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Henry County Clerk's Office,27 S. Property Rd,New Castle,KY,40050,,,,
261,225@5px-h9p-3yv,,"Mon, Nov 2: 8:30 am - 4:30 pm",37.5713166,-85.2527498,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",David Hourigan Government Building,223 N. Spalding Ave,Lebanon,KY,40033,,,,
262,@5py-gpp-p5f,Invalid address,"Mon, Nov 2: 11 am - 6 pm",38.0359668,-84.9040341,10/14/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Anderson City Maintenance Building,1500 Maintenance Drive,Lawrenceburg,KY,40342,,,,
263,22d@5px-86q-dgk,,"Mon, Nov 2: 8 am - 4 pm",37.9856776,-85.7043898,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Paroquet Springs Conference Center,395 Paroquet Springs Dr.,Shepherdsville,KY,41065,,,,
264,229@5py-kyh-fmk,,"Mon, Nov 2: 8 am - 12 pm, 1:00 pm - 4:30 pm",38.0312621,-85.3434257,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Old Vocational Building,80 E. Main St,Taylorsville,KY,40071,,,,
265,222-222@5py-jht-qxq,,"Mon, Nov 2: 8:30 am - 4:30 pm",38.2180292,-85.5757587,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Louisville Marriott East,1903 Embassy Square Blvd.,Louisville,KY,40299,Commonwealth Ballroom,,,
266,zzw-222@5px-7cg-kcq,,"Mon, Nov 2: 8:30 am - 4:30 pm",38.2000609,-85.7405677,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Kentucky Exposition Center,937 Phillips Lane,Louisville,KY,40209,,Fairgrounds North Wing,,
267,222-222@5px-7c2-rff,,"Mon, Nov 2: 8:30 am - 4:30 pm",38.2573795,-85.753998,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",KFC Yum Center,1 Arena Plaza,Louisville,KY,40202,Early voting will happen in the foyer of KFC Yum Center at Main & 2nd Streets,,,
268,223@5px-7c2-dgk,,"Mon, Nov 2: 8:30 am - 4:30 pm",38.2541833,-85.7801998,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Kentucky Center for African American Heritage,1701 W. Muhammad Ali Blvd.,Louisville,KY,40203,,,,
269,@5px-hs6-zpv,Invalid address,"Mon, Nov 2: 9:00 am - 4:30 pm",37.6855874,-85.2215964,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Washington County Clerk's Office,117 N Cross Main Steet,Springfield,KY,40069,,,,
270,zzw-225@5py-pww-gkz,,"Mon, Nov 2: 8:30 am - 4:30 pm",38.6816443,-85.1803765,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Carroll County Clerk's Office,440 Main Street,Carrollton,KY,41008,,,,
271,zzy-222@5px-4xk-8vz,,"Mon, Nov 2: 8 am - 4 pm",37.7170685,-85.8998225,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Hardin County Clerk's Office,150 N. Provident Way,Elizabethtown,KY,42701,,Suite 103,,
272,222@63j-4f2-vpv,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 9 am - 4 pm
Mon, Nov 2: 8 am - 12 pm",39.7840977,-85.767866,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Hancock County Annex Building,111 American Legion Pl,Greenfield,IN,46140,,,,
273,222-222@5pv-5c6-fvf,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 8 am - 3 pm
Mon, Nov 2: 8 am - 12 pm",39.7570443,-86.523259,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Hendricks County Government Center,355 S Washington St,Danville,IN,46122,Meeting Room 3,,,
274,22t@5pv-53z-3h5,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 8 am - 3 pm
Mon, Nov 2: 8 am - 12 pm",39.6442723,-86.864956,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Putnam County Courthouse,1 W Washington St,Greencastle,IN,46135,2nd Floor,,,
275,225@5py-wk2-jn5,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 8 am - 3 pm
Mon, Nov 2: 8 am - 12 pm",39.2856004,-86.7619454,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Owen County Voter Registration Office,60 S Main St,Spencer,IN,47460,,,,
276,224@63j-3yq-jvz,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 8 am - 3 pm
Mon, Nov 2: 8 am - 12 pm",39.5212207,-85.7776372,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Shelby County Courthouse,407 S Harrison St,Shelbyville,IN,46176,Lobby,,,
277,227@5py-djb-zcq,,"Fri, Oct 30: 8 am - 5 pm
Sat, Oct 31: 8 am - 5 pm
Mon, Nov 2: 8 am - 12 pm",39.2247278,-85.9014857,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Fair Oaks Mall (25th Street Side),2104 25th St,Columbus,IN,47201,Carson's,,,
278,zzy-222@5py-f69-68v,,"Fri, Oct 30: 8:30 am - 4:30 pm
Sat, Oct 31: 8 am - 3 pm
Mon, Nov 2: 8:30 am - 12:00 pm",39.4800867,-86.0550758,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Johnson County Courthouse,5 E. Jefferson St.,Franklin,IN,46131,,,,
279,226@5pv-5sc-9fz,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 8 am - 3 pm
Mon, Nov 2: 8 am - 12 pm",39.4252525,-86.4289325,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Morgan County Election Office,180 S Main St,Martinsville,IN,46151,Basement,STE 1,,
280,zzw-222@5pv-9zj-mrk,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 8 am - 3 pm
Mon, Nov 2: 8 am - 12 pm",39.618981,-86.373131,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",First Christian Church,525 N Indiana St,Mooresville,IN,46158,,,,
281,226@63h-zxf-psq,,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 8 am - 12 pm
Mon, Nov 2: 8 am - 12 pm",39.6079524,-85.4440852,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Rush County Clerk's Office,101 E 2nd St,Rushville,IN,46173,,Room 209,,
282,224@63h-zny-b8v,,"Fri, Oct 30: 8:30 am - 4:00 pm
Sat, Oct 31: 8 am - 2 pm
Mon, Nov 2: 8:30 am - 12:00 pm",39.640845,-85.1402899,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Fayette County Courthouse,401 Central Avenue,Connersville,IN,47331,Conference room next to elevator,,,
283,22p@5pv-8p6-h5z,,"Fri, Oct 30: 8 am - 8 pm
Sat, Oct 31: 8 am - 4 pm
Mon, Nov 2: 8 am - 12 pm",40.0484675,-86.4691983,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Boone County Clerk's Office,101 Courthouse Sq,Lebanon,IN,46052,,,,
284,224@63h-ypz-d7q,,"Fri, Oct 30: 8 am - 1 pm, 2 pm - 4 pm
Sat, Oct 31: 8 am - 1 pm, 2 pm - 4 pm
Mon, Nov 2: 8 am - 12 pm",39.930513,-85.3707027,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Henry County Justice Center,1215 Race St ,New Castle,IN,47362,,,,
285,@5py-8xx-w49,Invalid address,"Fri, Oct 30: 8 am - 4 pm
Sat, Oct 31: 9 am - 4 pm
Mon, Nov 2: 8 am - 12 pm",39.2025309,-86.2561557,10/13/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Brown County Election Board,920 Deer Run Ln,Nashville,IN,47448,Bottom of the building.,,,
286,228@5pv-7r8-ygk,,"Fri, Oct 30: 8 am - 12 pm, 1 pm - 4 pm
Sat, Oct 31: 9 am - 4 pm
Mon, Nov 2: 8 am - 12 pm",39.5244938,-87.1194517,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Clay County Election Office,609 E National Ave,Brazil,IN,47834,,Rm 211,,
287,22p@5pv-9nw-8gk,,"Fri, Oct 30: 8 am - 9 pm
Sat, Oct 31: 10 am - 5 pm
Sun, Nov 1: 10 am - 5 pm
Mon, Nov 2: 8 am - 12 pm",39.7679081,-86.1531573,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Indianapolis City/County Building,200 E Washington St W-144,Indianapolis,IN,46204,,,,
288,zzw-222@63j-2ny-zcq,,"Fri, Oct 30: 9 am - 4 pm
Sat, Oct 31: 9 am - 4 pm
Mon, Nov 2: 8 am - 12 pm",40.0380902,-85.9994795,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Hamilton County Fairgrounds,2003 Pleasant St,Noblesville,IN,46060,,,,
289,223@63j-2nz-6tv,,"Fri, Oct 30: 8:00 am - 4:30 pm
Sat, Oct 31: 9 am - 4 pm
Mon, Nov 2: 8 am - 12 pm",40.0460846,-86.0154378,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Hamilton County Election Office,1 Hamilton County Square,Noblesville,IN,46060,,,,
290,222@5pv-ysj-wkz,,"Fri, Oct 30: 8:30 am - 3:30 pm
Sat, Oct 31: 8:30 am - 3:30 pm
Mon, Nov 2: 8:30 am - 12:00 pm",41.6118731,-87.0623076,10/6/2020,11/2/2020,"[{'name': 'DemocracyWorks', 'official': False}]",Chesterton Town Hall,726 Broadway,Chesterton,IN,46304,Meeting Room,,,
